gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
FXR1	5.22926666808822e-08	-0.294739093460045	0.333	0.409	0.00103487187361466
SDF4	5.42795981342459e-08	-0.296113042122156	0.417	0.489	0.00107419324707673
LIMS1	5.44971073919994e-08	-0.290853288958151	0.36	0.435	0.00107849775528767
ERGIC3	5.61640172757214e-08	-0.292802162621957	0.326	0.397	0.00111148590188653
ACLY	5.68739507815975e-08	-0.546012378283098	0.121	0.17	0.00112553548596782
BCAT1	5.96221485241316e-08	-1.793570095359	0.017	0.038	0.00117992231929256
ACAA2	6.0639105449365e-08	-0.450237084226561	0.196	0.252	0.00120004789684293
CD8B	6.33540556161208e-08	0.90513054665918	0.168	0.12	0.00125377676064303
EIF4EBP1	6.4992051353835e-08	-0.653762978806119	0.092	0.135	0.00128619269629239
TRIP13	6.60509365791551e-08	-0.945805425478864	0.031	0.058	0.00130714803490148
BRCA1	6.61546618984077e-08	-1.3482157284868	0.039	0.07	0.00130920075896949
PRKX	6.74450592135541e-08	-0.491929274205047	0.206	0.265	0.00133473772183624
NSF	6.90888929271949e-08	-0.478888770242511	0.16	0.215	0.00136726919102919
MAN2B1	7.00953813252055e-08	-0.459441797665094	0.152	0.206	0.00138718759642582
MPHOSPH10	7.42372752205138e-08	-0.35454137511381	0.171	0.229	0.00146915567661397
CLSPN	7.65455475899336e-08	-0.856452619828232	0.063	0.1	0.00151483638680479
HNRNPA3	7.66799533514534e-08	-0.228334827522388	0.559	0.639	0.00151749627682526
DUSP4	7.74587886768743e-08	-0.262441013154716	0.58	0.632	0.00153290942791534
MAP1S	7.96395732334125e-08	-0.603150715717112	0.077	0.118	0.00157606715428923
FANCI	7.98961639466964e-08	-0.988747141511135	0.064	0.101	0.00158114508450512
DBNDD2	8.14210315833239e-08	-0.569704456143189	0.077	0.117	0.00161132221503398
CENPP	8.29348046267369e-08	-1.129638700395	0.033	0.061	0.00164127978356312
ATP5MD	8.33884007665152e-08	0.350763035016014	0.458	0.418	0.00165025645116934
TAGLN2	8.44767997730283e-08	0.175245718848691	0.88	0.864	0.00167179586750823
ZNF410	8.75488515031154e-08	-0.254811359975436	0.206	0.27	0.00173259177124665
NDUFA3	8.95563884539864e-08	0.523644623167286	0.334	0.287	0.00177232092750439
NT5C	9.00947425338237e-08	-0.272865072833289	0.208	0.272	0.00178297495474437
STAT4	9.08364220774693e-08	-0.258223742905066	0.416	0.5	0.00179765279291312
HELB	9.24415474217376e-08	-0.50271535319974	0.143	0.194	0.00182941822347619
RAB10	9.34479138203213e-08	-0.333099757415033	0.307	0.378	0.00184933421450416
CCT7	9.411180907858e-08	-0.250981560503575	0.383	0.466	0.0018624727016651
GADD45A	9.48071110289706e-08	-0.560112572685839	0.328	0.388	0.00187623272726333
SUGT1	9.51439311572849e-08	-0.266828633824808	0.345	0.423	0.00188289839760267
UBB	9.59556906322311e-08	0.145862173995118	0.955	0.93	0.00189896311761185
GOLGA8A	9.67147136184865e-08	-0.696572119981977	0.066	0.103	0.00191398418250985
ODAPH	1.01284475269114e-07	-2.34064717755265	0.002	0.013	0.00200441976557577
TIMELESS	1.02805203077278e-07	-1.12310214756287	0.051	0.084	0.00203451496889934
TOB1	1.03925339339193e-07	0.447202520411303	0.415	0.365	0.00205668246552262
PCBP2	1.06094494219777e-07	-0.259155079858593	0.701	0.75	0.00209961004060939
SERPINB1	1.06358523047501e-07	-0.288378372519333	0.396	0.471	0.00210483517111005
ADAM19	1.08777192131776e-07	-0.686693162160546	0.145	0.194	0.00215270063228785
PPP2R5A	1.11158033440899e-07	-0.332775282396625	0.194	0.256	0.0021998174817954
CH25H	1.17960715037976e-07	-1.92871969623838	0.008	0.024	0.00233444255060154
PSMD4	1.18034034313404e-07	-0.29898461645307	0.297	0.365	0.00233589353906227
CNST	1.22338080346773e-07	-0.29005697290477	0.241	0.308	0.00242107061006263
LY9	1.24895066668137e-07	0.6895454313504	0.174	0.126	0.00247167336936243
PTMS	1.25508109877116e-07	-0.403823488788872	0.198	0.255	0.00248380549446812
CARD16	1.26386489502573e-07	-0.148513226445959	0.398	0.474	0.00250118862725592
PTP4A1	1.27970909284225e-07	-0.279434210740898	0.422	0.499	0.00253254429473481
LRRC41	1.28164329338317e-07	-0.406297696375498	0.123	0.173	0.0025363720776053
NFIL3	1.30165236396772e-07	-1.33571427508628	0.013	0.031	0.00257597002829212
CCDC88B	1.33261170707398e-07	-0.474654527998383	0.086	0.129	0.00263723856829941
DCN	1.37409594580271e-07	2.12909472547321	0.027	0.007	0.00271933587674356
SYNGR2	1.40907081656957e-07	-0.364314618823273	0.436	0.505	0.00278855114599119
UBE2B	1.41920321307003e-07	-0.186834783176381	0.726	0.799	0.00280860315866559
GTSE1	1.48085520967634e-07	-0.904960820573814	0.058	0.093	0.00293061245994947
EMD	1.503256480671e-07	-0.227340828066748	0.53	0.61	0.00297494457524792
C12orf75	1.5177772883902e-07	0.46423036851789	0.307	0.255	0.00300368125372421
MBOAT7	1.51911889107129e-07	-0.467552020894058	0.126	0.175	0.00300633628543009
GRN	1.54156262021371e-07	-0.452991552285479	0.117	0.165	0.00305075242540293
NUDC	1.58740213765343e-07	-0.233149923106836	0.439	0.514	0.00314146883041615
FAM160B1	1.60692396785382e-07	-0.540632808698394	0.145	0.195	0.00318010253238271
OLA1	1.63981633009526e-07	-0.365945971338809	0.248	0.31	0.00324519651725852
GBF1	1.70754766914559e-07	-0.558524042855574	0.135	0.184	0.00337923683723913
ADSL	1.7170866771928e-07	-0.258802461665452	0.226	0.289	0.00339811453416456
ZNF683	1.7892075052215e-07	1.31388614296187	0.076	0.043	0.00354084165283334
ARPC1B	1.79163879884295e-07	-0.2539429694934	0.718	0.757	0.0035456531829102
TNIP3	1.80422750803554e-07	-0.624921026656388	0.094	0.136	0.00357056623840234
SLPI	1.80890873318514e-07	-1.76821174161062	0.007	0.022	0.00357983038297338
TPR	1.8092975837995e-07	-0.271489381804322	0.431	0.503	0.00358059991833922
DTL	1.83997009370573e-07	-1.10191401556321	0.036	0.063	0.00364130081544364
TFRC	1.85155636125302e-07	-0.574357431897182	0.144	0.193	0.00366423003891972
TIMM23	1.85453791066868e-07	-0.353045808879431	0.182	0.24	0.00367013052521333
RPL18A	1.87760922194195e-07	-0.113604075306987	0.995	0.993	0.00371578865022311
TNRC18	1.922023451985e-07	-0.729766198928862	0.043	0.074	0.00380368441147832
RNF149	1.9461703689934e-07	-0.335022275814192	0.537	0.609	0.00385147116023793
PIR	1.96124325775587e-07	-3.36457804775596	0.005	0.017	0.00388130040709887
C19orf48	1.96439580728636e-07	-0.541663280081595	0.09	0.132	0.0038875393026197
CTLA4	1.96671342112613e-07	-0.268513162894389	0.391	0.463	0.00389212586040862
IL1RL1	2.02732757596104e-07	-1.75932602702832	0.006	0.02	0.0040120812728269
MTPN	2.05061074880136e-07	-0.329172243819376	0.287	0.355	0.00405815867187789
PRKCSH	2.05184119857243e-07	-0.376025811224802	0.231	0.292	0.00406059373197484
LNPEP	2.0683514506661e-07	-0.63779192738397	0.269	0.33	0.00409326752086822
IMPDH2	2.08691361658543e-07	-0.363818016159519	0.219	0.278	0.00413000204722256
TCF25	2.08817379975729e-07	-0.236147131033427	0.432	0.51	0.00413249594971968
CCNA2	2.12495198723336e-07	-0.810590026211963	0.061	0.096	0.00420527998273483
FOXO1	2.13857930716724e-07	-0.268613338683165	0.271	0.34	0.00423224844888397
DST	2.15131520511506e-07	-2.26436820861932	0.005	0.017	0.0042574527909227
ABCB7	2.16780461258715e-07	-0.467013550715337	0.102	0.146	0.00429008532830997
GADD45B	2.17874223493661e-07	0.497517974269029	0.431	0.382	0.00431173088293956
YARS	2.23846183165386e-07	-0.436454788325743	0.182	0.236	0.00442991596484299
SMC2	2.25575345397948e-07	-0.677285043641462	0.103	0.146	0.00446413608542539
POM121	2.32037135594865e-07	-0.518772944137137	0.16	0.211	0.00459201491342237
KIF14	2.34500825913001e-07	-1.43598976998416	0.04	0.069	0.00464077134481829
PGM2L1	2.40183501684122e-07	-0.743870784782598	0.134	0.181	0.00475323149832877
ADK	2.44011457009827e-07	-0.253120144710457	0.28	0.349	0.00482898673422447
CYBA	2.52335510978515e-07	0.121847509356407	0.898	0.881	0.00499371976226481
SLK	2.55370632369165e-07	-0.579794769178748	0.08	0.12	0.00505378481458578
HDLBP	2.56885281764809e-07	-0.408264757387009	0.203	0.26	0.00508375972612556
SHMT2	2.59488065696813e-07	-0.304300943819288	0.189	0.248	0.00513526882013992
HLA-F	2.60201116944546e-07	0.327936787893695	0.55	0.524	0.00514938010433256
IFIH1	2.61276094812124e-07	-0.52529486803694	0.104	0.147	0.00517065391633194
MGA	2.65971278792498e-07	-0.558357220400395	0.097	0.139	0.00526357160730353
SNRNP70	2.67240443581298e-07	-0.277435498572171	0.308	0.379	0.0052886883784739
CKAP5	2.70117262025824e-07	-0.70745521994068	0.131	0.178	0.00534562061549105
DTX1	2.73477961526059e-07	-2.11720822388414	0.002	0.012	0.00541212885860072
ARHGAP15	2.74521611910013e-07	0.326448659558031	0.49	0.445	0.00543278269969915
PPP4R3A	2.75165042414799e-07	-0.318579262413636	0.343	0.41	0.00544551618938888
SEC23B	2.79408667580428e-07	-0.364188982013987	0.176	0.232	0.00552949753141667
EIF3H	2.81959174734737e-07	-0.19157840497025	0.596	0.669	0.00557997206800044
PRDX4	2.84053222557026e-07	-0.535328099123957	0.109	0.154	0.00562141327440355
PPP1R12A	2.9893093967712e-07	-0.281983154685051	0.437	0.509	0.0059158432962102
CPPED1	2.99015459153089e-07	-0.694182595625408	0.046	0.076	0.00591751593663963
POSTN	3.02828186389017e-07	2.65028537999661	0.018	0.002	0.00599296980863864
MAP1LC3A	3.04116511275906e-07	-0.359249618104699	0.189	0.247	0.00601846575815017
ANKRD28	3.0643439700211e-07	0.735286769275189	0.172	0.127	0.00606433671667175
ARID5B	3.10260630643602e-07	-0.232038959875192	0.556	0.625	0.00614005788043689
DLGAP5	3.11031716602964e-07	-1.22306219525502	0.047	0.077	0.00615531767157265
JAGN1	3.1374350274753e-07	-0.295288180958255	0.135	0.186	0.00620898391937362
FANK1	3.13753270903698e-07	-0.53669370319372	0.078	0.117	0.00620917723118418
ZEB2	3.21888175351582e-07	-0.827412699251343	0.15	0.197	0.00637016699020781
PNPLA8	3.23242762881807e-07	-0.327378316705257	0.257	0.32	0.00639697427743096
TNIP1	3.2600469563372e-07	-0.236640717671447	0.365	0.446	0.00645163292659131
S100A8	3.26083429284243e-07	-2.02099379930725	0.005	0.018	0.00645319106553517
XPO1	3.29134264773264e-07	-0.619648982886586	0.148	0.197	0.00651356709986289
MTMR6	3.35933864388579e-07	-0.449565067613662	0.188	0.242	0.00664813117624998
RNF213	3.4521905186688e-07	-0.367784828477669	0.551	0.628	0.00683188503644555
CNP	3.46743890925355e-07	-0.504384343732783	0.098	0.14	0.00686206160141278
IQCN	3.49005192994814e-07	1.72253089113133	0.029	0.009	0.00690681276936737
MORC3	3.50012004388203e-07	-0.429043977356639	0.223	0.28	0.00692673756684253
NOLC1	3.59306230365672e-07	-0.302255265454032	0.235	0.296	0.00711067029893666
RGS16	3.6264604676557e-07	0.394251925508445	0.201	0.15	0.00717676526549062
POLR2L	3.65263488183113e-07	0.294955071533499	0.538	0.517	0.00722856443114381
MIF	3.73208845513907e-07	-0.237673239832059	0.834	0.856	0.00738580305272022
TBRG4	3.78446813402107e-07	-0.372618152490204	0.082	0.122	0.00748946243722771
MCM7	3.80328037038231e-07	-0.678694066089553	0.103	0.145	0.00752669185298659
ETS1	3.90562605594522e-07	-0.230031068983636	0.615	0.681	0.00772923396471559
VIM	3.94283293073836e-07	0.106311639914158	0.966	0.948	0.00780286636993121
GON4L	3.98774912868367e-07	-0.327402032447352	0.209	0.269	0.00789175552566498
HLA-E	3.99444056793174e-07	0.102914616229737	0.976	0.974	0.0079049978839369
SUPT6H	4.03913816378135e-07	-0.342689091722087	0.227	0.287	0.00799345442612329
CCT4	4.09138550649224e-07	-0.18216959194144	0.571	0.654	0.00809685191734815
CCDC117	4.12580458473845e-07	-0.388261038859646	0.157	0.209	0.00816496727319738
MRPS7	4.21310352313547e-07	-0.241784104223543	0.252	0.317	0.0083377318722851
ICAM1	4.24652620561835e-07	-0.669659123868806	0.106	0.148	0.00840387536091872
CDCA2	4.25048292725885e-07	-1.09910511301391	0.053	0.085	0.00841170571304527
STARD7	4.2921838445318e-07	-0.369347918772615	0.284	0.344	0.00849423182832844
CCNG2	4.29666710066093e-07	-0.397525902620033	0.146	0.195	0.00850310419220797
CD83	4.33333476600603e-07	-0.431961479940746	0.263	0.323	0.00857566950192594
H1F0	4.43584877213207e-07	-1.61627685898052	0.011	0.027	0.00877854472004936
UHRF1BP1L	4.44828378242456e-07	-0.593575369654513	0.099	0.141	0.0088031536054182
TMEM30A	4.54354711748097e-07	-0.625924953184518	0.139	0.186	0.00899167974549484
RTKN2	4.61814079577152e-07	-0.367586738822612	0.116	0.162	0.00913930063483184
SH2D3A	4.70288304037912e-07	-0.521729855699274	0.055	0.088	0.00930700553691028
CCND1	5.01146508137133e-07	-1.28354601520541	0.033	0.059	0.00991768939603387
HMGB3	5.02189262092262e-07	-0.994150128383168	0.062	0.095	0.00993832549680586
PACS1	5.04532359937577e-07	-0.254227939017358	0.171	0.228	0.00998469540316465
SRSF7	5.04611819669998e-07	-0.193701449692878	0.86	0.872	0.00998626791126925
GPR18	5.1711753358294e-07	-0.764693582429393	0.049	0.08	0.0102337559896064
DEDD2	5.21815167195919e-07	-0.342675791378016	0.353	0.407	0.0103267221588072
YES1	5.33590167899815e-07	-0.833199483780379	0.046	0.075	0.0105597494227373
BACE2	5.44273329451966e-07	-2.52883148169487	0.005	0.016	0.0107711691898544
RHOH	5.50897127249657e-07	-0.170962618470082	0.57	0.648	0.0109022541482707
RRN3	5.55663314306053e-07	-0.407675427122577	0.148	0.198	0.0109965769901168
QARS	5.57948139103518e-07	-0.415857146108207	0.133	0.18	0.0110417936728586
TAF15	5.66390832725852e-07	-0.383479774235852	0.336	0.397	0.0112088745796446
TMEM140	5.7476420805839e-07	-0.365485794778911	0.124	0.171	0.0113745836774755
FUT7	5.75374102490877e-07	-1.26082149851493	0.014	0.032	0.0113866534882945
DDX39A	5.75861568835173e-07	-0.303253454590755	0.31	0.371	0.0113963004472481
IFI6	5.7598215989447e-07	-0.431507304218733	0.272	0.329	0.0113986869443116
PHF3	5.7808136851433e-07	-0.303366183821163	0.312	0.379	0.0114402302828986
FXYD2	5.78292041242593e-07	1.47204193759442	0.07	0.039	0.0114443994961909
SNX5	5.83365207821705e-07	-0.320306485611402	0.298	0.36	0.0115447974627915
CLDN4	5.85635779610816e-07	-2.70754826245431	0.003	0.013	0.011589732078498
HSPA9	5.85895389369223e-07	-0.234164381294724	0.526	0.596	0.0115948697556169
BUB3	5.88688402213091e-07	-0.237335073421658	0.485	0.555	0.0116501434797971
GLIPR2	5.99089118768221e-07	0.513760733281484	0.245	0.197	0.0118559736604231
PDCD2L	6.03049211028024e-07	-0.711768978648097	0.025	0.048	0.0119343438862446
SPAG9	6.06213308528461e-07	-0.32067134935005	0.225	0.285	0.0119969613757782
ACCS	6.06891189465173e-07	-1.26478533104136	0.016	0.035	0.0120103766395158
MCM10	6.1271592506386e-07	-1.17668421180002	0.026	0.049	0.0121256481570138
COA4	6.1288903519105e-07	-0.38177767164032	0.16	0.212	0.0121290740064309
HEATR1	6.14477690305732e-07	-0.583639024395251	0.079	0.118	0.0121605134911504
XCL1	6.14719686483306e-07	1.13779365287602	0.077	0.044	0.0121653025955046
ZNF675	6.33528396918804e-07	-0.374345079292551	0.071	0.108	0.0125375269750231
ITGAM	6.34730847161566e-07	-1.65192572060229	0.007	0.021	0.0125613234653274
ACAP1	6.45721242567211e-07	0.293999280678186	0.574	0.554	0.0127788233904051
EPHB1	6.69651201986541e-07	-3.46119983076215	0.002	0.01	0.0132523972873136
EED	6.81771083603978e-07	-0.380770814633025	0.196	0.25	0.0134922497445227
NUDT4	6.83352395822961e-07	-0.24277198607231	0.263	0.327	0.0135235439133364
PTP4A3	6.94039628153114e-07	-0.553947660813995	0.081	0.119	0.0137350442411501
LDLR	7.11760743853905e-07	-0.71397146720459	0.126	0.169	0.0140857451208688
CD151	7.13815802075445e-07	-0.425064058205598	0.123	0.169	0.0141264147230731
PAICS	7.14007494206027e-07	-0.526841507661612	0.07	0.106	0.0141302083103373
LYST	7.15377070974238e-07	-0.556528692083738	0.244	0.298	0.0141573122345802
ALAS1	7.17247397760035e-07	-0.431888523555977	0.105	0.148	0.0141943260016711
OXA1L	7.24644640995338e-07	-0.238356567382704	0.288	0.355	0.0143407174452977
DOK2	7.31088153069368e-07	-0.223656888359712	0.461	0.529	0.0144682345492428
MRPL37	7.33544796009241e-07	-0.336199759317833	0.176	0.23	0.0145168515130229
ITGAE	7.35378531252062e-07	-0.440430460838501	0.252	0.312	0.0145531411334783
EI24	7.40008000473081e-07	-0.410324529596535	0.125	0.172	0.0146447583293623
PLK4	7.54415337258249e-07	-1.28794532612177	0.027	0.05	0.0149298795243407
CLNS1A	7.56950466176199e-07	-0.303004794826623	0.266	0.329	0.014980049725627
GSDMD	7.74091656904565e-07	-0.26153245362267	0.229	0.29	0.0153192738901413
NDC80	7.78270028802976e-07	-0.849429402062728	0.077	0.114	0.0154019638700109
SMARCC1	7.89533196774773e-07	-0.278804080459504	0.258	0.324	0.0156248619641728
RAB9A	8.02956659713391e-07	-0.248997767712996	0.245	0.306	0.015890512295728
CPNE3	8.21868917557109e-07	-0.317564826847775	0.182	0.236	0.0162647858784552
BEX3	8.31655049708406e-07	-0.532764710974868	0.1	0.14	0.0164584534337294
ILF2	8.36604584117765e-07	-0.195223238021486	0.438	0.513	0.0165564047196906
CRTC3	8.37031473424163e-07	-0.348590448192829	0.143	0.191	0.0165648528590642
HACD1	8.42815845968052e-07	-0.561733881078132	0.063	0.097	0.0166793255917078
KIF4A	8.47922182563433e-07	-1.29222319632057	0.039	0.066	0.0167803799929303
PPP6R3	8.48436756249372e-07	-0.313650672441429	0.183	0.239	0.0167905634061751
RAPGEF1	8.6082898961084e-07	-0.502978740977484	0.083	0.121	0.0170358057043985
BANF1	8.62513667040785e-07	-0.233751916964499	0.383	0.451	0.0170691454707371
VPS26A	8.63756909754029e-07	-0.325999789045676	0.186	0.24	0.0170937492440322
CASP1	8.64319898107944e-07	-0.241952809040294	0.284	0.346	0.0171048907835562
HSH2D	8.64677320212646e-07	-0.533028656234543	0.067	0.102	0.0171119641670083
RAB6A	8.6804786602467e-07	-0.260215158178229	0.253	0.317	0.0171786672686282
GOSR1	8.75507542088245e-07	-0.290034286617066	0.178	0.233	0.0173262942579264
TRPM7	8.81899983765921e-07	-0.543061612354698	0.155	0.204	0.0174528006787276
CDCA5	8.90703247127549e-07	-0.793103248650398	0.054	0.085	0.0176270172606542
CTNNA1	8.97397621815423e-07	-0.445406875265172	0.144	0.191	0.0177594989357272
SMNDC1	9.09851725420357e-07	-0.286901452045765	0.236	0.298	0.0180059656460689
GTF3C1	9.23015082523879e-07	-0.552435025733291	0.108	0.15	0.0182664684831476
CTSB	9.27983824269656e-07	-0.375646843318377	0.369	0.429	0.0183647998822965
HLA-DPB1	9.28125326685731e-07	0.229102933091341	0.455	0.409	0.0183676002151106
PDXK	9.47760999339741e-07	-0.340325725160877	0.193	0.247	0.0187561901769335
DESI1	9.50028634714537e-07	-0.340745465703446	0.173	0.226	0.0188010666810007
HLA-DRB5	9.53134810776998e-07	-0.430735946271572	0.174	0.224	0.0188625379052768
NOL8	9.67346475510522e-07	-0.31211087238338	0.134	0.181	0.0191437867503532
B3GNT2	9.70216954249776e-07	-0.383246240988633	0.214	0.27	0.0192005935246031
FABP4	9.79468286358464e-07	6.60899734760706	0.011	0	0.019383677387034
TBL1X	9.81985937833945e-07	-0.664490485315208	0.044	0.074	0.0194335017097338
DNAJB6	9.84710595391251e-07	-0.23672600064529	0.702	0.742	0.0194874226827928
SNRNP27	1.01389865798103e-06	-0.299226767803737	0.141	0.19	0.0200650544414446
MCM3	1.01623164216167e-06	-0.496143671027228	0.13	0.175	0.0201112241983795
CDKL2	1.02963248175006e-06	-1.137534567718	0.02	0.041	0.0203764268138338
LRRC59	1.0564914738024e-06	-0.305088812762115	0.244	0.305	0.0209079662665496
CCDC47	1.06644481635593e-06	-0.444240841842135	0.237	0.295	0.0211049429156839
EML2	1.077769310599e-06	-0.316864266986242	0.169	0.222	0.0213290546567543
PIGX	1.09302413802013e-06	-0.385751454732891	0.099	0.141	0.0216309476914184
SYNE2	1.10544209836493e-06	-0.563191382117333	0.483	0.553	0.021876699126642
PPP1R13L	1.14891012396867e-06	-1.33134336270034	0.011	0.027	0.02273693135334
RPS19	1.16475627031045e-06	0.116698498279955	0.998	0.997	0.0230505265894439
SORBS3	1.17211709383146e-06	0.963580388987092	0.087	0.054	0.0231961972869246
STK4	1.19738246568175e-06	0.237939909548433	0.674	0.651	0.0236961989958419
CYP7B1	1.20979030384246e-06	-0.934052880552299	0.018	0.038	0.0239417501130423
STAT5B	1.21319201614651e-06	-0.416545909867901	0.174	0.224	0.0240090699995393
THEMIS	1.24291705569483e-06	0.4322452531311	0.239	0.19	0.0245973285322007
MX1	1.25979009506498e-06	-0.582355397553541	0.201	0.25	0.0249312459813359
HLA-DQA2	1.26487268915149e-06	-1.81494671638271	0.012	0.029	0.025031830518308
CEBPG	1.28572311196429e-06	-0.275572145393681	0.179	0.232	0.0254444603857732
CHTOP	1.31562592456283e-06	-0.300153763989369	0.206	0.264	0.0260362370470984
F5	1.34372113154014e-06	-0.50977900223896	0.112	0.155	0.0265922411931794
MSH6	1.35738214926447e-06	-0.706921861209724	0.066	0.1	0.0268625927339438
RNF219	1.37172578377416e-06	-0.489952239199226	0.066	0.1	0.0271464532608905
ACSL1	1.37673689075415e-06	-0.724935703638943	0.073	0.108	0.0272456230680246
IL3RA	1.38276934927633e-06	-2.03681122322135	0.003	0.013	0.0273650054221785
KHSRP	1.38723101623183e-06	-0.504717755371578	0.062	0.095	0.027453301811228
MSL2	1.39395605018518e-06	-0.400872319889419	0.143	0.191	0.0275863902331647
CMAS	1.39480785098669e-06	-0.520479536788841	0.104	0.146	0.0276032473710265
UQCRC1	1.39657759269779e-06	-0.219105982358036	0.286	0.352	0.0276382705594893
KCNN4	1.40022948696845e-06	-0.639291215701492	0.089	0.127	0.0277105415471056
SERINC3	1.40706469771513e-06	-0.305287596417703	0.352	0.42	0.0278458103677825
PLK3	1.43530241138399e-06	0.32037217939104	0.503	0.465	0.0284046347212892
CFL1	1.43783934593324e-06	0.114267215581021	0.958	0.935	0.0284548406560188
LRRFIP2	1.44022966351601e-06	-0.325780773689878	0.211	0.269	0.0285021450409819
TGIF2	1.45349949053347e-06	-0.293433526503036	0.191	0.247	0.0287647549176574
AFF3	1.4595527400786e-06	-0.889156082394702	0.003	0.013	0.0288845487261554
BABAM2	1.46678007460162e-06	-0.328338020024142	0.193	0.247	0.0290275776763661
MARS	1.46976111164744e-06	-0.425305110282966	0.168	0.217	0.0290865723995027
TMEM184C	1.49431290459436e-06	-0.598061450556533	0.072	0.107	0.0295724523819223
LMAN1	1.52832895553008e-06	-0.310885404988191	0.313	0.377	0.0302456300299403
SMG7	1.53953888447193e-06	-0.420128495469187	0.113	0.156	0.0304674745236995
PPIG	1.5449943971828e-06	-0.195918628092654	0.441	0.521	0.0305754391202476
IL6ST	1.61003564332229e-06	-0.200324155884744	0.359	0.426	0.0318626053813481
PRC1	1.64076974679751e-06	-0.957309100499586	0.063	0.096	0.0324708332891228
MLF2	1.64230676438587e-06	-0.273508101995844	0.329	0.398	0.0325012508671964
MYO1G	1.65041182733547e-06	-0.308218503858217	0.268	0.327	0.032661650062969
TOP3A	1.6584619190753e-06	-0.821006063747983	0.046	0.074	0.0328209613785001
CACYBP	1.66602516087146e-06	-0.213874418484914	0.724	0.763	0.0329706379336462
CNIH1	1.66849752282558e-06	-0.157570586948974	0.377	0.452	0.0330195659767183
TACSTD2	1.672735371974e-06	-2.43630498016217	0.004	0.015	0.0331034330113655
HAUS3	1.67615974293129e-06	-0.332869824669992	0.174	0.225	0.0331712013126102
ARCN1	1.68195237335478e-06	-0.365998559890585	0.189	0.241	0.0332858374686911
ELOVL4	1.6897320385665e-06	-1.45746475884588	0.013	0.029	0.0334397970432311
BHLHE40	1.69449453243406e-06	-0.391317960480644	0.323	0.382	0.03353404679687
BRD8	1.7124377576517e-06	-0.61574746216697	0.087	0.124	0.0338891432239272
YIPF3	1.71688844154332e-06	-0.301864316502433	0.257	0.317	0.0339772222581422
NCOA5	1.72271889135193e-06	-0.953796552021567	0.12	0.161	0.0340926068598547
UBALD2	1.73096659116184e-06	-0.26825600441891	0.218	0.276	0.0342558288390929
ZWINT	1.74295719947796e-06	-0.582517684395454	0.069	0.103	0.0344931229776688
SLC35B1	1.74730161491744e-06	-0.39573192018844	0.125	0.17	0.0345790989592161
GOLGB1	1.76819430571917e-06	-0.373495144051298	0.319	0.382	0.0349925653101824
ACTN1	1.76947335883276e-06	-0.622428848782605	0.039	0.066	0.0350178777713003
YWHAE	1.79381683605838e-06	-0.274830645678794	0.385	0.452	0.0354996351855953
RAD51AP1	1.82837628457044e-06	-1.01574355031474	0.047	0.075	0.036183566671649
YTHDF2	1.84758823285682e-06	-0.22417602945333	0.323	0.39	0.0365637711282364
ACTL6A	1.8494770183211e-06	-0.621790419346277	0.114	0.155	0.0366011501925745
NCDN	1.85490449820494e-06	-0.453913259471978	0.064	0.097	0.0367085600194758
IER2	1.8575501281615e-06	0.262695803579709	0.613	0.575	0.0367609170363161
FCMR	1.88382685498986e-06	-0.160476320129178	0.368	0.444	0.0372809334602493
TP53INP1	1.92729068753703e-06	-0.463628837225684	0.074	0.109	0.0381410827063578
ZC3H13	1.93448548134748e-06	-0.325224381126443	0.226	0.285	0.0382834676758666
MTF2	1.97983954450906e-06	-0.254124019606579	0.183	0.237	0.0391810245858344
PARVB	1.98698904172339e-06	-0.663030753383882	0.098	0.136	0.0393225131357059
PLS3	2.02036638544118e-06	-1.83508175871885	0.006	0.018	0.039983050767881
UBE4A	2.03050987640414e-06	-0.365908393193403	0.157	0.206	0.0401837904540378
TC2N	2.06361479346034e-06	0.470810312223745	0.302	0.258	0.0408389367625801
VPS13C	2.06878376229577e-06	-0.39744349174059	0.257	0.317	0.0409412306558333
TRIB2	2.08308551368636e-06	-0.525672892931538	0.115	0.156	0.0412242623158531
HILPDA	2.09737761183553e-06	-0.943953982509119	0.021	0.042	0.0415071029382251
SFXN1	2.26799830808339e-06	-0.376281095541169	0.207	0.259	0.0448836865169703
CDT1	2.31130182503791e-06	-0.683956585883063	0.059	0.089	0.0457406631175001
PDE12	2.32825214118902e-06	-0.581883227577835	0.077	0.113	0.0460761098741308
DUSP11	2.35076889820352e-06	-0.238725263290396	0.243	0.305	0.0465217164954476
EIF3J	2.36396624442334e-06	-0.279494450856491	0.252	0.31	0.0467828919771379
NCAPH	2.44929709342042e-06	-0.554525497414507	0.088	0.125	0.0484715894787901
NIT1	2.45971341354556e-06	-0.410696268449758	0.083	0.12	0.0486777284540667
NAPRT	2.4810334793647e-06	-0.360865181981068	0.075	0.111	0.0490996525566274
NOC2L	2.50921412897054e-06	-0.269097645094562	0.152	0.202	0.0496573476123269
