Group	Sample	seurat_clusters	.n	.frac
Treatment naive	P26_pre	c12	18	0.0640569395017794
Treatment naive	P26_pre	c13	13	0.0462633451957295
Treatment naive	P26_pre	c14	8	0.0284697508896797
Treatment naive	P26_pre	c15	8	0.0284697508896797
Treatment naive	P26_pre	c16	7	0.0249110320284698
Treatment naive	P26_pre	c17	16	0.0569395017793594
Treatment naive	P26_pre	c18	13	0.0462633451957295
Treatment naive	P26_pre	c19	3	0.0106761565836299
Treatment naive	P26_pre	c20	14	0.0498220640569395
Treatment naive	P26_pre	c21	5	0.0177935943060498
Treatment naive	P26_pre	c22	6	0.0213523131672598
Treatment naive	P26_pre	c23	1	0.00355871886120996
Treatment naive	P26_pre	c25	3	0.0106761565836299
Treatment naive	P26_pre	c26	5	0.0177935943060498
Treatment naive	P26_pre	c27	5	0.0177935943060498
Treatment naive	P26_pre	c28	1	0.00355871886120996
Treatment naive	P26_pre	c29	4	0.0142348754448399
Treatment naive	P26_pre	c30	2	0.00711743772241993
Treatment naive	P26_pre	c31	3	0.0106761565836299
Treatment naive	P27_pre	c1	45	0.0279329608938547
Treatment naive	P27_pre	c2	30	0.0186219739292365
Treatment naive	P27_pre	c3	40	0.0248292985723153
Treatment naive	P27_pre	c4	82	0.0509000620732464
Treatment naive	P27_pre	c5	129	0.0800744878957169
Treatment naive	P27_pre	c6	88	0.0546244568590937
Treatment naive	P27_pre	c7	95	0.0589695841092489
Treatment naive	P27_pre	c8	115	0.0713842333954066
Treatment naive	P27_pre	c9	133	0.0825574177529485
Treatment naive	P27_pre	c10	106	0.0657976412166356
Treatment naive	P27_pre	c11	4	0.00248292985723153
Treatment naive	P27_pre	c12	109	0.0676598386095593
Treatment naive	P27_pre	c13	45	0.0279329608938547
Treatment naive	P27_pre	c14	42	0.0260707635009311
Treatment naive	P27_pre	c15	33	0.0204841713221601
Treatment naive	P27_pre	c16	83	0.0515207945375543
Treatment naive	P27_pre	c17	40	0.0248292985723153
Treatment naive	P27_pre	c18	55	0.0341402855369336
Treatment naive	P27_pre	c19	29	0.0180012414649286
Treatment naive	P27_pre	c20	68	0.0422098075729361
Treatment naive	P27_pre	c21	36	0.0223463687150838
Treatment naive	P27_pre	c22	16	0.00993171942892613
Treatment naive	P27_pre	c23	60	0.037243947858473
Treatment naive	P27_pre	c24	7	0.00434512725015518
Treatment naive	P27_pre	c25	23	0.0142768466790813
Treatment naive	P27_pre	c26	5	0.00310366232153942
Treatment naive	P27_pre	c27	20	0.0124146492861577
Treatment naive	P27_pre	c28	6	0.0037243947858473
Treatment naive	P27_pre	c29	29	0.0180012414649286
Treatment naive	P27_pre	c30	15	0.00931098696461825
Treatment naive	P27_pre	c31	10	0.00620732464307883
Treatment naive	P27_pre	c32	10	0.00620732464307883
Treatment naive	P27_pre	c33	3	0.00186219739292365
Treatment naive	P28_pre	c1	216	0.0795580110497238
Treatment naive	P28_pre	c2	172	0.0633517495395948
Treatment naive	P28_pre	c3	153	0.056353591160221
Treatment naive	P28_pre	c4	94	0.034622467771639
Treatment naive	P28_pre	c5	54	0.0198895027624309
Treatment naive	P28_pre	c6	25	0.00920810313075507
Treatment naive	P28_pre	c7	107	0.0394106813996317
Treatment naive	P28_pre	c8	66	0.0243093922651934
Treatment naive	P28_pre	c9	220	0.0810313075506446
Treatment naive	P28_pre	c10	219	0.0806629834254144
Treatment naive	P28_pre	c11	30	0.0110497237569061
Treatment naive	P28_pre	c12	143	0.052670349907919
Treatment naive	P28_pre	c13	19	0.00699815837937385
Treatment naive	P28_pre	c14	172	0.0633517495395948
Treatment naive	P28_pre	c15	127	0.0467771639042357
Treatment naive	P28_pre	c16	60	0.0220994475138122
Treatment naive	P28_pre	c17	40	0.0147329650092081
Treatment naive	P28_pre	c18	84	0.030939226519337
Treatment naive	P28_pre	c19	44	0.0162062615101289
Treatment naive	P28_pre	c20	44	0.0162062615101289
Treatment naive	P28_pre	c21	83	0.0305709023941068
Treatment naive	P28_pre	c22	25	0.00920810313075507
Treatment naive	P28_pre	c23	49	0.0180478821362799
Treatment naive	P28_pre	c24	110	0.0405156537753223
Treatment naive	P28_pre	c25	47	0.0173112338858195
Treatment naive	P28_pre	c26	10	0.00368324125230203
Treatment naive	P28_pre	c27	29	0.0106813996316759
Treatment naive	P28_pre	c28	50	0.0184162062615101
Treatment naive	P28_pre	c29	72	0.0265193370165746
Treatment naive	P28_pre	c30	24	0.00883977900552486
Treatment naive	P28_pre	c31	69	0.025414364640884
Treatment naive	P28_pre	c32	31	0.0114180478821363
Treatment naive	P28_pre	c33	27	0.00994475138121547
Treatment naive	P29_pre	c1	69	0.0400464306442252
Treatment naive	P29_pre	c2	81	0.0470110272780035
Treatment naive	P29_pre	c3	87	0.0504933255948926
Treatment naive	P29_pre	c4	116	0.0673244341265235
Treatment naive	P29_pre	c5	97	0.0562971561230412
Treatment naive	P29_pre	c6	93	0.0539756239117818
Treatment naive	P29_pre	c7	96	0.0557167730702263
Treatment naive	P29_pre	c8	72	0.0417875798026698
Treatment naive	P29_pre	c9	34	0.0197330237957052
Treatment naive	P29_pre	c10	34	0.0197330237957052
Treatment naive	P29_pre	c11	21	0.012188044109112
Treatment naive	P29_pre	c12	65	0.0377248984329658
Treatment naive	P29_pre	c13	88	0.0510737086477075
Treatment naive	P29_pre	c14	57	0.0330818340104469
Treatment naive	P29_pre	c15	103	0.0597794544399304
Treatment naive	P29_pre	c16	76	0.0441091120139292
Treatment naive	P29_pre	c17	53	0.0307603017991875
Treatment naive	P29_pre	c18	19	0.0110272780034823
Treatment naive	P29_pre	c19	31	0.0179918746372606
Treatment naive	P29_pre	c20	58	0.0336622170632618
Treatment naive	P29_pre	c21	67	0.0388856645385955
Treatment naive	P29_pre	c22	41	0.0237957051654092
Treatment naive	P29_pre	c23	30	0.0174114915844457
Treatment naive	P29_pre	c24	43	0.0249564712710389
Treatment naive	P29_pre	c25	36	0.0208937899013349
Treatment naive	P29_pre	c26	16	0.00928612884503772
Treatment naive	P29_pre	c27	37	0.0214741729541497
Treatment naive	P29_pre	c28	34	0.0197330237957052
Treatment naive	P29_pre	c29	36	0.0208937899013349
Treatment naive	P29_pre	c30	17	0.00986651189785258
Treatment naive	P29_pre	c31	4	0.00232153221125943
Treatment naive	P29_pre	c32	7	0.004062681369704
Treatment naive	P29_pre	c33	5	0.00290191526407429
Treatment naive	P2_pre	c1	42	0.0196998123827392
Treatment naive	P2_pre	c2	75	0.0351782363977486
Treatment naive	P2_pre	c3	78	0.0365853658536585
Treatment naive	P2_pre	c4	228	0.106941838649156
Treatment naive	P2_pre	c5	144	0.0675422138836773
Treatment naive	P2_pre	c6	208	0.0975609756097561
Treatment naive	P2_pre	c7	118	0.0553470919324578
Treatment naive	P2_pre	c8	55	0.025797373358349
Treatment naive	P2_pre	c9	61	0.0286116322701689
Treatment naive	P2_pre	c10	61	0.0286116322701689
Treatment naive	P2_pre	c11	21	0.00984990619136961
Treatment naive	P2_pre	c12	59	0.0276735459662289
Treatment naive	P2_pre	c13	99	0.0464352720450281
Treatment naive	P2_pre	c14	88	0.0412757973733583
Treatment naive	P2_pre	c15	117	0.0548780487804878
Treatment naive	P2_pre	c16	125	0.0586303939962477
Treatment naive	P2_pre	c17	151	0.0708255159474672
Treatment naive	P2_pre	c18	28	0.0131332082551595
Treatment naive	P2_pre	c19	27	0.0126641651031895
Treatment naive	P2_pre	c20	38	0.0178236397748593
Treatment naive	P2_pre	c21	38	0.0178236397748593
Treatment naive	P2_pre	c22	26	0.0121951219512195
Treatment naive	P2_pre	c23	29	0.0136022514071295
Treatment naive	P2_pre	c24	17	0.00797373358348968
Treatment naive	P2_pre	c25	41	0.0192307692307692
Treatment naive	P2_pre	c26	19	0.00891181988742964
Treatment naive	P2_pre	c27	46	0.0215759849906191
Treatment naive	P2_pre	c28	28	0.0131332082551595
Treatment naive	P2_pre	c29	29	0.0136022514071295
Treatment naive	P2_pre	c30	8	0.00375234521575985
Treatment naive	P2_pre	c31	16	0.0075046904315197
Treatment naive	P2_pre	c32	9	0.00422138836772983
Treatment naive	P2_pre	c33	3	0.00140712945590994
Treatment naive	P30_pre	c1	196	0.0830860534124629
Treatment naive	P30_pre	c2	281	0.119118270453582
Treatment naive	P30_pre	c3	249	0.10555320050869
Treatment naive	P30_pre	c4	86	0.036456125476897
Treatment naive	P30_pre	c5	68	0.0288257736328953
Treatment naive	P30_pre	c6	34	0.0144128868164476
Treatment naive	P30_pre	c7	92	0.0389995760915642
Treatment naive	P30_pre	c8	91	0.0385756676557863
Treatment naive	P30_pre	c9	102	0.0432386604493429
Treatment naive	P30_pre	c10	96	0.0406952098346757
Treatment naive	P30_pre	c11	11	0.00466299279355659
Treatment naive	P30_pre	c12	109	0.046206019499788
Treatment naive	P30_pre	c13	19	0.00805426027977957
Treatment naive	P30_pre	c14	178	0.0754557015684612
Treatment naive	P30_pre	c15	74	0.0313692242475625
Treatment naive	P30_pre	c16	66	0.0279779567613396
Treatment naive	P30_pre	c17	34	0.0144128868164476
Treatment naive	P30_pre	c18	24	0.0101738024586689
Treatment naive	P30_pre	c19	22	0.00932598558711318
Treatment naive	P30_pre	c20	37	0.0156846121237813
Treatment naive	P30_pre	c21	62	0.0262823230182281
Treatment naive	P30_pre	c22	12	0.00508690122933446
Treatment naive	P30_pre	c23	26	0.0110216193302247
Treatment naive	P30_pre	c24	107	0.0453582026282323
Treatment naive	P30_pre	c25	85	0.0360322170411191
Treatment naive	P30_pre	c26	4	0.00169563374311149
Treatment naive	P30_pre	c27	22	0.00932598558711318
Treatment naive	P30_pre	c28	51	0.0216193302246715
Treatment naive	P30_pre	c29	41	0.0173802458668928
Treatment naive	P30_pre	c30	19	0.00805426027977957
Treatment naive	P30_pre	c31	29	0.0122933446375583
Treatment naive	P30_pre	c32	21	0.00890207715133531
Treatment naive	P30_pre	c33	11	0.00466299279355659
Treatment naive	P33_pre	c1	59	0.0348493797991731
Treatment naive	P33_pre	c2	164	0.0968694624926167
Treatment naive	P33_pre	c3	195	0.115180153573538
Treatment naive	P33_pre	c4	27	0.0159480212640284
Treatment naive	P33_pre	c5	98	0.0578854105138807
Treatment naive	P33_pre	c6	54	0.0318960425280567
Treatment naive	P33_pre	c7	10	0.00590667454223272
Treatment naive	P33_pre	c8	94	0.0555227406969876
Treatment naive	P33_pre	c9	18	0.0106320141760189
Treatment naive	P33_pre	c10	17	0.0100413467217956
Treatment naive	P33_pre	c11	25	0.0147666863555818
Treatment naive	P33_pre	c12	65	0.0383933845245127
Treatment naive	P33_pre	c13	53	0.0313053750738334
Treatment naive	P33_pre	c14	64	0.0378027170702894
Treatment naive	P33_pre	c15	27	0.0159480212640284
Treatment naive	P33_pre	c16	44	0.025989367985824
Treatment naive	P33_pre	c17	42	0.0248080330773774
Treatment naive	P33_pre	c18	10	0.00590667454223272
Treatment naive	P33_pre	c19	24	0.0141760189013585
Treatment naive	P33_pre	c20	71	0.0419373892498523
Treatment naive	P33_pre	c21	65	0.0383933845245127
Treatment naive	P33_pre	c22	12	0.00708800945067927
Treatment naive	P33_pre	c23	153	0.0903721204961607
Treatment naive	P33_pre	c24	19	0.0112226816302422
Treatment naive	P33_pre	c25	62	0.0366213821618429
Treatment naive	P33_pre	c26	5	0.00295333727111636
Treatment naive	P33_pre	c27	10	0.00590667454223272
Treatment naive	P33_pre	c28	16	0.00945067926757236
Treatment naive	P33_pre	c29	75	0.0443000590667454
Treatment naive	P33_pre	c30	24	0.0141760189013585
Treatment naive	P33_pre	c31	18	0.0106320141760189
Treatment naive	P33_pre	c32	71	0.0419373892498523
Treatment naive	P33_pre	c33	2	0.00118133490844654
Treatment naive	P34_pre	c1	361	0.101948602089805
Treatment naive	P34_pre	c2	294	0.0830273933916973
Treatment naive	P34_pre	c3	179	0.0505506918949449
Treatment naive	P34_pre	c4	96	0.0271109855972889
Treatment naive	P34_pre	c5	160	0.0451849759954815
Treatment naive	P34_pre	c6	273	0.0770968652922903
Treatment naive	P34_pre	c7	223	0.0629765602937023
Treatment naive	P34_pre	c8	138	0.0389720417961028
Treatment naive	P34_pre	c9	169	0.0477266308952273
Treatment naive	P34_pre	c10	173	0.0488562552951144
Treatment naive	P34_pre	c11	22	0.00621293419937871
Treatment naive	P34_pre	c12	116	0.0327591075967241
Treatment naive	P34_pre	c13	109	0.0307822648969218
Treatment naive	P34_pre	c14	164	0.0463146003953685
Treatment naive	P34_pre	c15	137	0.038689635696131
Treatment naive	P34_pre	c16	178	0.0502682857949732
Treatment naive	P34_pre	c17	89	0.0251341428974866
Treatment naive	P34_pre	c18	60	0.0169443659983056
Treatment naive	P34_pre	c19	41	0.0115786500988421
Treatment naive	P34_pre	c20	88	0.0248517367975148
Treatment naive	P34_pre	c21	44	0.0124258683987574
Treatment naive	P34_pre	c22	29	0.00818977689918102
Treatment naive	P34_pre	c23	2	0.000564812199943519
Treatment naive	P34_pre	c24	65	0.0183563964981644
Treatment naive	P34_pre	c25	139	0.0392544478960746
Treatment naive	P34_pre	c26	8	0.00225924879977408
Treatment naive	P34_pre	c27	92	0.0259813611974019
Treatment naive	P34_pre	c28	32	0.0090369951990963
Treatment naive	P34_pre	c29	3	0.000847218299915278
Treatment naive	P34_pre	c30	23	0.00649534029935047
Treatment naive	P34_pre	c31	26	0.00734255859926574
Treatment naive	P34_pre	c32	2	0.000564812199943519
Treatment naive	P34_pre	c33	6	0.00169443659983056
Treatment naive	P35_pre	c1	236	0.0722596448254746
Treatment naive	P35_pre	c2	178	0.0545009185548071
Treatment naive	P35_pre	c3	162	0.0496019595835885
Treatment naive	P35_pre	c4	114	0.0349050826699326
Treatment naive	P35_pre	c5	150	0.0459277403551745
Treatment naive	P35_pre	c6	181	0.0554194733619106
Treatment naive	P35_pre	c7	193	0.0590936925903246
Treatment naive	P35_pre	c8	204	0.0624617268830374
Treatment naive	P35_pre	c9	192	0.0587875076546234
Treatment naive	P35_pre	c10	120	0.0367421922841396
Treatment naive	P35_pre	c11	15	0.00459277403551745
Treatment naive	P35_pre	c12	120	0.0367421922841396
Treatment naive	P35_pre	c13	99	0.0303123086344152
Treatment naive	P35_pre	c14	115	0.0352112676056338
Treatment naive	P35_pre	c15	135	0.0413349663196571
Treatment naive	P35_pre	c16	226	0.069197795468463
Treatment naive	P35_pre	c17	112	0.0342927127985303
Treatment naive	P35_pre	c18	67	0.020514390691978
Treatment naive	P35_pre	c19	35	0.0107164727495407
Treatment naive	P35_pre	c20	72	0.0220453153704838
Treatment naive	P35_pre	c21	61	0.018677281077771
Treatment naive	P35_pre	c22	35	0.0107164727495407
Treatment naive	P35_pre	c23	51	0.0156154317207593
Treatment naive	P35_pre	c24	48	0.0146968769136558
Treatment naive	P35_pre	c25	98	0.030006123698714
Treatment naive	P35_pre	c26	13	0.00398040416411513
Treatment naive	P35_pre	c27	49	0.015003061849357
Treatment naive	P35_pre	c28	41	0.0125535823637477
Treatment naive	P35_pre	c29	70	0.0214329454990814
Treatment naive	P35_pre	c30	28	0.00857317819963258
Treatment naive	P35_pre	c31	19	0.00581751377832211
Treatment naive	P35_pre	c32	23	0.00704225352112676
Treatment naive	P35_pre	c33	4	0.00122473974280465
Treatment naive	P3_pre	c1	66	0.0447457627118644
Treatment naive	P3_pre	c2	15	0.0101694915254237
Treatment naive	P3_pre	c3	19	0.0128813559322034
Treatment naive	P3_pre	c4	4	0.00271186440677966
Treatment naive	P3_pre	c5	20	0.0135593220338983
Treatment naive	P3_pre	c6	8	0.00542372881355932
Treatment naive	P3_pre	c7	1	0.000677966101694915
Treatment naive	P3_pre	c8	22	0.0149152542372881
Treatment naive	P3_pre	c9	58	0.0393220338983051
Treatment naive	P3_pre	c10	325	0.220338983050847
Treatment naive	P3_pre	c11	59	0.04
Treatment naive	P3_pre	c12	74	0.0501694915254237
Treatment naive	P3_pre	c13	6	0.00406779661016949
Treatment naive	P3_pre	c14	95	0.0644067796610169
Treatment naive	P3_pre	c15	3	0.00203389830508475
Treatment naive	P3_pre	c16	1	0.000677966101694915
Treatment naive	P3_pre	c18	49	0.0332203389830508
Treatment naive	P3_pre	c19	315	0.213559322033898
Treatment naive	P3_pre	c20	53	0.0359322033898305
Treatment naive	P3_pre	c21	6	0.00406779661016949
Treatment naive	P3_pre	c22	66	0.0447457627118644
Treatment naive	P3_pre	c23	23	0.0155932203389831
Treatment naive	P3_pre	c24	16	0.0108474576271186
Treatment naive	P3_pre	c25	7	0.00474576271186441
Treatment naive	P3_pre	c26	51	0.0345762711864407
Treatment naive	P3_pre	c27	3	0.00203389830508475
Treatment naive	P3_pre	c28	5	0.00338983050847458
Treatment naive	P3_pre	c29	3	0.00203389830508475
Treatment naive	P3_pre	c30	85	0.0576271186440678
Treatment naive	P3_pre	c31	8	0.00542372881355932
Treatment naive	P3_pre	c32	8	0.00542372881355932
Treatment naive	P3_pre	c33	1	0.000677966101694915
Treatment naive	P4_pre	c1	36	0.053019145802651
Treatment naive	P4_pre	c2	35	0.0515463917525773
Treatment naive	P4_pre	c3	48	0.0706921944035346
Treatment naive	P4_pre	c4	54	0.0795287187039764
Treatment naive	P4_pre	c5	60	0.0883652430044183
Treatment naive	P4_pre	c6	33	0.04860088365243
Treatment naive	P4_pre	c7	23	0.0338733431516937
Treatment naive	P4_pre	c8	41	0.0603829160530191
Treatment naive	P4_pre	c9	26	0.0382916053019146
Treatment naive	P4_pre	c10	11	0.01620029455081
Treatment naive	P4_pre	c11	3	0.00441826215022091
Treatment naive	P4_pre	c12	43	0.0633284241531664
Treatment naive	P4_pre	c13	24	0.0353460972017673
Treatment naive	P4_pre	c14	17	0.0250368188512518
Treatment naive	P4_pre	c15	10	0.0147275405007364
Treatment naive	P4_pre	c16	25	0.0368188512518409
Treatment naive	P4_pre	c17	34	0.0500736377025037
Treatment naive	P4_pre	c18	17	0.0250368188512518
Treatment naive	P4_pre	c19	6	0.00883652430044183
Treatment naive	P4_pre	c20	14	0.0206185567010309
Treatment naive	P4_pre	c21	14	0.0206185567010309
Treatment naive	P4_pre	c22	6	0.00883652430044183
Treatment naive	P4_pre	c23	5	0.00736377025036819
Treatment naive	P4_pre	c24	24	0.0353460972017673
Treatment naive	P4_pre	c25	22	0.03240058910162
Treatment naive	P4_pre	c26	3	0.00441826215022091
Treatment naive	P4_pre	c27	5	0.00736377025036819
Treatment naive	P4_pre	c28	16	0.0235640648011782
Treatment naive	P4_pre	c29	8	0.0117820324005891
Treatment naive	P4_pre	c30	3	0.00441826215022091
Treatment naive	P4_pre	c31	6	0.00883652430044183
Treatment naive	P4_pre	c32	3	0.00441826215022091
Treatment naive	P4_pre	c33	4	0.00589101620029455
Treatment naive	P5_pre	c1	4	0.0136986301369863
Treatment naive	P5_pre	c2	16	0.0547945205479452
Treatment naive	P5_pre	c3	25	0.0856164383561644
Treatment naive	P5_pre	c4	22	0.0753424657534247
Treatment naive	P5_pre	c5	16	0.0547945205479452
Treatment naive	P5_pre	c6	4	0.0136986301369863
Treatment naive	P5_pre	c7	7	0.023972602739726
Treatment naive	P5_pre	c8	6	0.0205479452054795
Treatment naive	P5_pre	c9	9	0.0308219178082192
Treatment naive	P5_pre	c10	7	0.023972602739726
Treatment naive	P5_pre	c11	8	0.0273972602739726
Treatment naive	P5_pre	c12	7	0.023972602739726
Treatment naive	P5_pre	c13	10	0.0342465753424658
Treatment naive	P5_pre	c14	23	0.0787671232876712
Treatment naive	P5_pre	c15	12	0.0410958904109589
Treatment naive	P5_pre	c16	8	0.0273972602739726
Treatment naive	P5_pre	c17	17	0.0582191780821918
Treatment naive	P5_pre	c18	9	0.0308219178082192
Treatment naive	P5_pre	c19	2	0.00684931506849315
Treatment naive	P5_pre	c20	7	0.023972602739726
Treatment naive	P5_pre	c21	8	0.0273972602739726
Treatment naive	P5_pre	c22	6	0.0205479452054795
Treatment naive	P5_pre	c23	2	0.00684931506849315
Treatment naive	P5_pre	c24	8	0.0273972602739726
Treatment naive	P5_pre	c25	11	0.0376712328767123
Treatment naive	P5_pre	c26	5	0.0171232876712329
Treatment naive	P5_pre	c27	9	0.0308219178082192
Treatment naive	P5_pre	c28	9	0.0308219178082192
Treatment naive	P5_pre	c29	6	0.0205479452054795
Treatment naive	P5_pre	c30	3	0.0102739726027397
Treatment naive	P5_pre	c31	2	0.00684931506849315
Treatment naive	P5_pre	c32	2	0.00684931506849315
Treatment naive	P5_pre	c33	2	0.00684931506849315
Treatment naive	P6_pre	c1	47	0.0300703774792067
Treatment naive	P6_pre	c2	52	0.0332693538067818
Treatment naive	P6_pre	c3	51	0.0326295585412668
Treatment naive	P6_pre	c4	131	0.0838131797824696
Treatment naive	P6_pre	c5	95	0.0607805502239283
Treatment naive	P6_pre	c6	67	0.0428662827895074
Treatment naive	P6_pre	c7	113	0.072296865003199
Treatment naive	P6_pre	c8	67	0.0428662827895074
Treatment naive	P6_pre	c9	73	0.0467050543825976
Treatment naive	P6_pre	c10	112	0.0716570697376839
Treatment naive	P6_pre	c11	22	0.0140754958413308
Treatment naive	P6_pre	c12	116	0.0742162507997441
Treatment naive	P6_pre	c13	42	0.0268714011516315
Treatment naive	P6_pre	c14	76	0.0486244401791427
Treatment naive	P6_pre	c15	87	0.0556621880998081
Treatment naive	P6_pre	c16	55	0.0351887396033269
Treatment naive	P6_pre	c17	53	0.0339091490722969
Treatment naive	P6_pre	c18	27	0.017274472168906
Treatment naive	P6_pre	c19	44	0.0281509916826615
Treatment naive	P6_pre	c20	45	0.0287907869481766
Treatment naive	P6_pre	c21	31	0.0198336532309661
Treatment naive	P6_pre	c22	26	0.0166346769033909
Treatment naive	P6_pre	c23	7	0.00447856685860525
Treatment naive	P6_pre	c24	11	0.00703774792066539
Treatment naive	P6_pre	c25	25	0.0159948816378759
Treatment naive	P6_pre	c26	16	0.0102367242482406
Treatment naive	P6_pre	c27	35	0.0223928342930262
Treatment naive	P6_pre	c28	9	0.00575815738963532
Treatment naive	P6_pre	c29	5	0.00319897632757518
Treatment naive	P6_pre	c30	8	0.00511836212412028
Treatment naive	P6_pre	c31	10	0.00639795265515035
Treatment naive	P6_pre	c32	1	0.000639795265515035
Treatment naive	P6_pre	c33	4	0.00255918106206014
Treatment naive	P7_pre	c1	29	0.0828571428571429
Treatment naive	P7_pre	c2	21	0.06
Treatment naive	P7_pre	c3	29	0.0828571428571429
Treatment naive	P7_pre	c4	31	0.0885714285714286
Treatment naive	P7_pre	c5	9	0.0257142857142857
Treatment naive	P7_pre	c6	1	0.00285714285714286
Treatment naive	P7_pre	c7	3	0.00857142857142857
Treatment naive	P7_pre	c8	5	0.0142857142857143
Treatment naive	P7_pre	c9	12	0.0342857142857143
Treatment naive	P7_pre	c10	16	0.0457142857142857
Treatment naive	P7_pre	c11	14	0.04
Treatment naive	P7_pre	c12	14	0.04
Treatment naive	P7_pre	c13	1	0.00285714285714286
Treatment naive	P7_pre	c14	11	0.0314285714285714
Treatment naive	P7_pre	c15	16	0.0457142857142857
Treatment naive	P7_pre	c17	17	0.0485714285714286
Treatment naive	P7_pre	c18	17	0.0485714285714286
Treatment naive	P7_pre	c19	8	0.0228571428571429
Treatment naive	P7_pre	c20	9	0.0257142857142857
Treatment naive	P7_pre	c21	14	0.04
Treatment naive	P7_pre	c22	2	0.00571428571428571
Treatment naive	P7_pre	c23	2	0.00571428571428571
Treatment naive	P7_pre	c24	23	0.0657142857142857
Treatment naive	P7_pre	c25	5	0.0142857142857143
Treatment naive	P7_pre	c26	3	0.00857142857142857
Treatment naive	P7_pre	c27	5	0.0142857142857143
Treatment naive	P7_pre	c28	17	0.0485714285714286
Treatment naive	P7_pre	c29	2	0.00571428571428571
Treatment naive	P7_pre	c30	7	0.02
Treatment naive	P7_pre	c31	4	0.0114285714285714
Treatment naive	P7_pre	c32	2	0.00571428571428571
Treatment naive	P7_pre	c33	1	0.00285714285714286
Treatment naive	P8_pre	c1	56	0.0589473684210526
Treatment naive	P8_pre	c2	42	0.0442105263157895
Treatment naive	P8_pre	c3	105	0.110526315789474
Treatment naive	P8_pre	c4	47	0.0494736842105263
Treatment naive	P8_pre	c5	22	0.0231578947368421
Treatment naive	P8_pre	c6	16	0.0168421052631579
Treatment naive	P8_pre	c7	12	0.0126315789473684
Treatment naive	P8_pre	c8	11	0.0115789473684211
Treatment naive	P8_pre	c9	8	0.00842105263157895
Treatment naive	P8_pre	c10	13	0.0136842105263158
Treatment naive	P8_pre	c11	62	0.0652631578947368
Treatment naive	P8_pre	c12	22	0.0231578947368421
Treatment naive	P8_pre	c13	39	0.0410526315789474
Treatment naive	P8_pre	c14	24	0.0252631578947368
Treatment naive	P8_pre	c15	28	0.0294736842105263
Treatment naive	P8_pre	c16	9	0.00947368421052632
Treatment naive	P8_pre	c17	47	0.0494736842105263
Treatment naive	P8_pre	c18	34	0.0357894736842105
Treatment naive	P8_pre	c19	13	0.0136842105263158
Treatment naive	P8_pre	c20	22	0.0231578947368421
Treatment naive	P8_pre	c21	14	0.0147368421052632
Treatment naive	P8_pre	c22	26	0.0273684210526316
Treatment naive	P8_pre	c23	3	0.00315789473684211
Treatment naive	P8_pre	c24	100	0.105263157894737
Treatment naive	P8_pre	c25	24	0.0252631578947368
Treatment naive	P8_pre	c26	15	0.0157894736842105
Treatment naive	P8_pre	c27	8	0.00842105263157895
Treatment naive	P8_pre	c28	95	0.1
Treatment naive	P8_pre	c29	10	0.0105263157894737
Treatment naive	P8_pre	c30	5	0.00526315789473684
Treatment naive	P8_pre	c31	8	0.00842105263157895
Treatment naive	P8_pre	c32	1	0.00105263157894737
Treatment naive	P8_pre	c33	9	0.00947368421052632
Treatment naive	P9_pre	c1	48	0.0789473684210526
Treatment naive	P9_pre	c2	20	0.0328947368421053
Treatment naive	P9_pre	c3	26	0.0427631578947368
Treatment naive	P9_pre	c4	19	0.03125
Treatment naive	P9_pre	c5	28	0.0460526315789474
Treatment naive	P9_pre	c6	6	0.00986842105263158
Treatment naive	P9_pre	c7	7	0.0115131578947368
Treatment naive	P9_pre	c8	37	0.0608552631578947
Treatment naive	P9_pre	c9	36	0.0592105263157895
Treatment naive	P9_pre	c10	36	0.0592105263157895
Treatment naive	P9_pre	c11	23	0.0378289473684211
Treatment naive	P9_pre	c12	30	0.0493421052631579
Treatment naive	P9_pre	c13	23	0.0378289473684211
Treatment naive	P9_pre	c14	11	0.0180921052631579
Treatment naive	P9_pre	c15	4	0.00657894736842105
Treatment naive	P9_pre	c16	14	0.0230263157894737
Treatment naive	P9_pre	c17	26	0.0427631578947368
Treatment naive	P9_pre	c18	16	0.0263157894736842
Treatment naive	P9_pre	c19	14	0.0230263157894737
Treatment naive	P9_pre	c20	20	0.0328947368421053
Treatment naive	P9_pre	c21	23	0.0378289473684211
Treatment naive	P9_pre	c22	8	0.0131578947368421
Treatment naive	P9_pre	c23	17	0.0279605263157895
Treatment naive	P9_pre	c24	38	0.0625
Treatment naive	P9_pre	c25	3	0.00493421052631579
Treatment naive	P9_pre	c27	2	0.00328947368421053
Treatment naive	P9_pre	c28	24	0.0394736842105263
Treatment naive	P9_pre	c29	15	0.0246710526315789
Treatment naive	P9_pre	c30	24	0.0394736842105263
Treatment naive	P9_pre	c31	2	0.00328947368421053
Treatment naive	P9_pre	c32	8	0.0131578947368421
